图录号(ABCD),禁止出关(BCD),中文作者,中文名称(ABCD),中文作者二,中文名称二( B),中文年代(ABC),中文材质(AB),中文签名(A),题识钤印(AB),中文出版(ABC),中文展览(ABC),中文来源(AB),中文描述(ABCD),中文纪录（BC),中文著录（B),中文款识（C),中文收藏（C),中文参阅 C,英文作者(AB),英文名称(ABCD),英文年代(ABC),英文材质(AB),英文签名(AB),英文出版(AC),英文展览(AC),英文来源(AC),英文参阅（C),尺寸(ABC),估价(ABCD)
540,,董寿平,黄山松云,,,132×66.5 cm. 约7.9平尺,立轴 水墨纸本,,题识：壬戌深冬，董寿平写。<br>钤印：寿平、董寿平七十以后作,,,,1954年，董寿平赴黄山写生，黄山的奇峰怪石，倏忽万变的云雾，千姿百态的虬松，无不给他强烈的震撼与深刻的启迪。自此之后，黄山松云成为他山水的独特符号，使画家有了“黄山巨擘”之美誉。<br>是幅作于1982年，以云气相隔作三段式构图，前方绝壁从右侧进入画面，崖顶苍松穿罅、破石而出，傲然山巅。中景峰群奇峭陡然，兀立云海，山体皆以墨勾皴，略以点厾表现松树。远山以淡墨逸笔草草，气势非凡。山间云雾升腾缥缈，观之如置身松涛云海。,北京诚轩，2011年5月21日，编号550,,,,,DONG SHOUPING ,MOUNT HUANG,1982,"Hanging scroll, ink on paper. ","Signed Dong Shouping, dated renxu,1982, with two seals of the artist.",,,,,132×66.5 cm. 约7.9平尺," 1,400,000-1,800,000"
541,,杨延文,金秋时节,,,68.5×137.5 cm. 约8.5平尺,镜心 设色纸本,,题识：金秋时节。一九九三年十一月，延文。<br>钤印：杨、延文画印,《虚怀斋藏中国书画精品集》第210至211页，保利艺术博物馆，2010年11月,“虚怀斋藏中国书画精品展”，保利艺术博物馆，2010年11月3日至8日,,,,,,,,YANG YANWEN ,GOLDEN SEASON,1993,"Mounted, ink and color on paper.","Signed Yanwen, entitled, dated 1993, with two seals of the artist.",,,,,68.5×137.5 cm. 约8.5平尺," 100,000-150,000"
542,,张仃,石钟寺,,,68×68.2 cm. 约4.2平尺,镜心 设色纸本,,题识：石钟寺。九四年春，它山张仃。<br>钤印：它、佗石,,,,,,,,,,ZHANG DING SHI ,ZHONG TEMPLE,1994,"Mounted, ink and color on paper.","Signed Zhang Ding, entitled, dated 1994, with two seals of the artist.",,,,,68×68.2 cm. 约4.2平尺," 200,000-280,000"
543,,王明明,杜甫像,,,133×66.5 cm. 约8平尺,镜心 设色纸本,,题识：国破山河在，城春草木深。感时花溅泪，恨别鸟惊心。烽火连三月，家书抵万金。白头搔更短，浑欲不胜簪。杜甫《春望》诗意，明明写于京华。<br>钤印：王明明印、古趣、家在蓬莱阁畔,,,,,,,,,,WANG MINGMING ,PORTRAIT OF TU FU,,"Mounted, ink and color on paper.","Signed Mingming, with three seals of the artist.",,,,,133×66.5 cm. 约8平尺," 300,000-400,000"
544,,董寿平,修竹檀栾,,,119.5×67 cm. 约7.2平尺,立轴 水墨纸本,,题识：甲子春初，董寿平。<br>钤印：董寿平、寿平书画,,,,,,,,,,DONG SHOUPING ,INK PAINTING OF BAMBOO,1984,"Hanging scroll, ink on paper.","Signed Dong Shouping, dated jiazi,1984, with two seals of the artist.",,,,,119.5×67 cm. 约7.2平尺," 300,000-400,000"
545,,刘凌沧,茅屋为秋风所破歌,,,28.7×40.5 cm. 约1平尺,镜心 设色纸本,,题识：安得广厦千万间，大庇天下寒士俱欢颜，风雨不动安如山。大可老弟法正，癸亥春五月，刘凌沧。<br>钤印：刘凌沧印、悟已往之不谏知来者之可追,,,,,北京诚轩，2009年5月31日，编号677,,,,,LIU LINGCANG ,DU FU,1983,"Mounted, ink and color on paper.","Signed Liu Lingcang, dated guihai,1983, with a dedication and two seals of the artist.",,,,,28.7×40.5 cm. 约1平尺," 25,000-32,000"
546,,徐子鹤、许麐庐合作,苍松鸲鹆,,,80.8×37.5 cm. 约2.7平尺,立轴 水墨纸本,,题识：宝玉同志正之，子鹤、麐庐合作。<br>钤印：徐氏子鹤、麐庐,,,,上款“宝玉”即胡宝玉（1925-2008），安徽歙县人，曾任安徽省工艺美术公司总经理，因工作关系与诸多近现代著名书画家结下深厚交谊，常获写赠。,,,,,,XU ZIHE AND XU LINLU ,BIRD AND PINE TREE,,"Hanging scroll, ink on paper.","Signed Zihe and Linlu, with a dedication and two seals of the artists.",,,,,80.8×37.5 cm. 约2.7平尺," 18,000-25,000"
547,,陆抑非,琅玕傲晚风,,,18.5×52 cm. 约0.87平尺,扇面镜心 设色纸本,,题识：戏从怀素驰豪笔，写出琅玕傲晚风。抑非。<br>钤印：陆翀画印、抑非画竹<br>收藏印：朵云轩鉴定,,,,,,,,,,LU YIFEI ,BAMBOO AND ROCK,,"Mounted fan, ink and color on paper.","Signed Yifei, with two seals of the artist and one seal of the collector.",,,,,18.5×52 cm. 约0.87平尺,"5,000-7,000 "
548,,许麐庐,菊花鸲鹆,,,81.5×58 cm. 约4.3平尺,镜心 设色纸本,,题识：癸丑初秋，麐庐写。<br>钤印：许、求其神,,,,,,,,,,XU LINLU ,CHRYSANTHEMUM AND MYNAH,1973,"Mounted, ink and color on paper.","Signed Linlu, dated guichou,1973, with two seals of the artist.",,,,,81.5×58 cm. 约4.3平尺," 15,000-22,000"
549,,程十发、钱瘦铁合作,韩斗文像,,,29.5×40 cm. 约1.1平尺,镜心 设色纸本,,题识：1.辛丑灯节后四日，为斗文先生写照，十发。2.叔厓补景。<br>钤印：程、瘦铁,,,,上款“斗文”即韩斗文（1903-1981），上海人，实业家，曾经营沪上规模最大的“大光明弹子房”。富书画收藏，与张大千、马一浮、钱瘦铁等书画名流俱有过从。,,,,,,CHENG SHIFA AND QIAN SHOUTIE,PORTRAIT OF HAN DOUWEN,1961,"Mounted, ink and color on paper.","Signed Shifa and Shuya, dated xinchou,1961, with a dedication and two seals of artists.",,,,,29.5×40 cm. 约1.1平尺," 20,000-28,000"
550,,程十发,古木新葩斗早霜,,,63.6×39.4 cm. 约2.3平尺,镜心 设色纸本,,题识：古木新葩斗早霜。辛未九秋晴窗，程十发漫笔。<br>钤印：程、十发、二陆乡人、十发,《名家翰墨·第48期》第102页，（香港）翰墨轩出版有限公司，1994年1月,,,,,,,,,CHENG SHIFA ,SPROUTING BRANCHES,1991,"Mounted, ink and color on paper.","Signed Cheng Shifa, dated xinwei,1991, with four seals of the artist.",,,,,63.6×39.4 cm. 约2.3平尺," 150,000-200,000"
551,,刘旦宅,洛神,,,89.5×58.8 cm. 约4.7平尺,立轴 设色绢本,,题识：1.（文略）节录曹植《洛神赋》。<br>2.刘旦宅画《洛神图》于麟凤画楼之西窗。<br>钤印：旦宅、麟凤画楼,,,,,,,,,,LIU DANZHAI ,LUO SHEN,,"Hanging scroll, ink and color on silk.","Signed Liu Danzhai, with two seals of the artist.",,,,,89.5×58.8 cm. 约4.7平尺," 200,000-280,000"
552,,刘旦宅,太白醉酒,,,67.5×67.5 cm. 约4.1平尺,镜心 设色纸本,,题识：刘旦宅。<br>钤印：刘旦宅、吉羊 收藏印：三思藏画,,,,,上海拍卖会“三思斋藏中国书画”专场，2002年11月29日，编号38,,,,,LIU DANZHAI ,LI BAI,,"Mounted, ink and color on paper.","Signed Liu Danzhai, with two seals of the artist and one seal of the collector.",,,,,67.5×67.5 cm. 约4.1平尺," 50,000-70,000"
553,,张守成,鸡冠花,,,54.8×53.8 cm. 约2.7平尺,立轴 设色纸本,,题签：（张守成题）鸡冠花。庚午谷雨后数日，子靖画。<br>本幅：对立如期斗，初开若欲飞。子靖张成。<br>钤印：张守成印、好风光,《艺海集珍·第十一辑》第115页，西泠印社出版社，2012年6月,,,,,,,,,ZHANG SHOUCHENG ,COCKSCOMB,1990,"Hanging scroll, ink and color on paper.","Signed Zhang Cheng, dated gengwu,1990, with two seals of the artist.",,,,,54.8×53.8 cm. 约2.7平尺," 12,000-18,000"
554,,程十发,蕉阴群鸡,,,141×61.2 cm. 约7.8平尺,立轴 设色纸本,,题识：戊午孟冬，十发写。<br>钤印：程潼十发之玺,《程十发花鸟习作》图版11，上海人民美术出版社，1979年8月<br>《程十发书画之三·走兽鳞介》第83页，西泠印社，1980年1月<br>《程十发近作选》第71页，人民美术出版社，1981年5月,,,1970年代后期，得以重拾画笔的程十发热情高涨，精力旺盛，逐渐步入艺术盛期，《蕉阴群鸡》作于1978年，属画家盛年佳作。<br>此幅构图上疏下密，三只母鸡栖身下方幽篁之中，鸡冠、眼睛、喙部、肉裾以淡墨细线勾勒，复以高纯度朱砂、土黄填色，鲜亮明快；躯体则以画家典型的湿笔扫出，造型准确，复以淡色填充，水墨淋漓，与头部精微细致的描绘形成工写对比，颇具视觉张力。一旁的小鸡造型各异，憨态可掬，或低头觅食，或蹲踞地上，更有调皮者站于母鸡背上，令人莞尔。竹丛以双钩法绘就、淡色敷染，设色清浅而富有微妙的变化，与鲜亮的群鸡构成另一组对比。画面上方的阔叶芭蕉则不事勾勒，而以大笔淡墨层层平铺渲染，呈现出温润、厚重的质感。此作画家用色讲究，兼具艳丽、沉厚之效，蕴藉而有书卷气，当属画家精心所作。,,,,,,CHENG SHIFA ,CHICKENS,1978,"Hanging scroll, ink and color on paper.","Signed Shifa, with one seal of the artist.",,,,,141×61.2 cm. 约7.8平尺," 600,000-700,000"
555,,唐云,幽篁双栖,,,31.2×45 cm. 约1.3平尺,镜心 设色纸本,,题识：唐云。一九七三年四月画。<br>钤印：老药,,,,,,,,,,TANG YUN ,BAMBOO AND BIRDS,1973,"Mounted, ink and color on paper.","Signed Tang Yun, dated 1973, with one seal of the artist.",,,,,31.2×45 cm. 约1.3平尺," 15,000-22,000"
556,,陈佩秋,竹蕉幽禽,,,31×43 cm. 约1.2平尺,镜心 设色纸本,,题识：健碧。<br>钤印：陈氏、佩秋,,,,,,,,,,CHEN PEIQIU ,BIRD AND PLANTAIN,,"Mounted, ink and color on paper.","Signed Jianbi, with two seals of the artist.",,,,,31×43 cm. 约1.2平尺," 40,000-50,000"
557,,陶冷月,笔底明珠滴香露,,,30×45 cm. 约1.2平尺,立轴 水墨纸本,,题识：（文略）徐天池怀才不遇，故笔墨奔放，诗多感叹。冷月。<br>钤印：陶冷月、大墨,《中华名画家全集·陶冷月》第186至187页，河北教育出版社，2003年5月<br>《陶冷月·上》第59页，上海书画出版社，2005年8月,,,,,《陶冷月年谱长编·下·冷月画识》第981页，编号53019，上海书画出版社，2013年3月,,,,TAO LENGYUE ,GRAPE,,"Hanging scroll, ink on paper.","Signed Lengyue, with two seals of the artist.",,,,,30×45 cm. 约1.2平尺," 60,000-80,000"
558,,陶冷月,何首乌,,,37×25.5 cm. 约0.85平尺,立轴 设色纸本,,题识：成形首乌图三，皮色较黑，属阳性。已经过九蒸九晒，坚硬逾石。壬子夏五，冷月写生，时年七十八。<br>钤印：陶镛、冷月写生,,,,本幅为陶冷月绘赠唐宗尧。据《陶冷月年谱长编》记载，1972年陶冷月为唐宗尧绘“灵芝”、“首乌”数幅，其中一幅有唐宗尧题“百年雄首乌，生长于浙江诸暨射干山……采药老人王、宗尧于1970年”，唐宗尧生平阙如，据此题识可知或为沪上中医，并于1970年采得灵芝、首乌，二年后请陶冷月写生，得此数幅。,,《陶冷月年谱长编·上·年谱》第412页，上海书画出版社，2013年3月<br>《陶冷月年谱长编·下·冷月画识》第842页，编号24145，上海书画出版社，2013年3月,,,,TAO LENGYUE ,POLYGONUM MULTIFLORUM,1972,"Hanging scroll, ink and color on paper.","Signed Lengyue, dated 1972, with two seals of the artist.",,,,,37×25.5 cm. 约0.85平尺,"10,000-15,000 "
559,*,谢稚柳,山雨欲来,,,11.8×26 cm. 约0.28平尺,镜心 水墨纸本,,题识：稚柳，丁巳冬。<br>钤印：谢稚、稚柳,,,,,,,,,,XIE ZHILIU ,A HOUSE IN MOUNTAINS,1977,"Mounted, ink on paper.","Signed Zhiliu, dated dingsi,1977, with two seals of the artist.",,,,,11.8×26 cm. 约0.28平尺," 20,000-28,000"
560,,唐云、张大壮,修竹·幽兰,,,29.5×36.5 cm.(2) 约0.97平尺(每幅),镜心（二帧） 水墨纸本,,（一）此君面目含清风。大石。（二）癸卯（1963年）谷雨，久晴喜雨，雨窗漫兴。大壮。钤印：大壮,,,,,,,,,,TANG YUN AND ZHANG DAZHUANG,BAMBOO AND ORCHID,,"Mounted(2), ink on paper.","Signed Dashi, Dazhuang, with one seal of the artist.",,,,,29.5×36.5 cm.(2) 约0.97平尺(每幅)," 20,000-28,000"
561,,陈佩秋,行书七言联,,,104×16.5 cm.(2) 约1.5平尺(每幅),镜心 水墨红底洒金笺,,释文：春至百花香满地，时来万事喜盈门。截玉轩健碧书。<br>钤印：陈氏、佩秋、长年,,,,,,,,,,CHEN PEIQIU ,CALLIGRAPHY COUPLET,,"Mounted, ink on gold-flecked red paper.","Signed Jianbi, with three seals of the artist.",,,,,104×16.5 cm.(2) 约1.5平尺(每幅)," 10,000-15,000"
562,*,谢稚柳,春山松云,,,25×51 cm. 约1.1平尺(诗塘)<br>69×51 cm. 约3.2平尺(本幅),镜心 设色纸本,,诗塘：（陈佩秋题）壮暮翁破墨山水。丁亥（2007年）冬至后十七日，健碧时在海上青之杰园。 钤印：陈氏、佩秋<br>本幅：1.吴子玉弟见寄此纸，试笔作此，即似大经先生金石家教正，谢稚柳。2.（张大经题）戊午（1978年）冬十一月，宗龙妹倩回穗，过余寓斋，见爱此帧，因以赠之，以博一笑。大经。<br>钤印：谢稚、稚柳、攀柳阳关、张大经印、大翁,《画苑集珍·中国近现代名家画集》第147页，上海书店出版社，2008年8月,,,拍品为谢稚柳1970年代所作，笔力雄健，气象壮阔，题跋交代此作渊源，吴子玉以佳楮相赠，谢稚柳于此纸上为张大经作本幅《春山松云》，后张大经转赠其妹夫，递藏有序，记录一段文人往事。<br>吴子玉（1930-2017），名灏，号迟园，广东佛山人。自幼受家庭氛围濡染，好艺事。早年随赵少昂、丁衍庸习画，并与谢稚柳、容庚等名家过从甚密。擅书画，亦工诗词、篆刻。<br>张大经（1909-1984），广州东莞人，擅治印。,,,,,,XIE ZHILIU,MOUNTAINS AND PINE TREES,,"Mounted, ink and color on paper.","Signed Xie Zhiliu, annotation by Zhang Dajing and Chen Peiqiu, with a dedication and seven seals of artists.",,,,,25×51 cm. 约1.1平尺(诗塘)<br>69×51 cm. 约3.2平尺(本幅)," 300,000-400,000"
563,,陈佩秋,行书二十五言联,,,135×15 cm.(2) 约1.8平尺(每幅),镜心 水墨绢本,,释文：本之礼求宜，本之乐求和，本之易求玄，本之诗求恒，本之书求质；无益话勿说，无益言勿听，无益事勿为，无益文勿读，无益友勿交。截玉轩健碧书。<br>钤印：陈氏、佩秋、长年、无绝、乂之,,,,,,,,,,CHEN PEIQIU ,CALLIGRAPHY COUPLET,,"Mounted, ink on silk.","Signed Jianbi, with five seals of the artist.",,,,,135×15 cm.(2) 约1.8平尺(每幅)," 30,000-40,000"
564,*,谢稚柳,春风红萼,,,67×45.2 cm. 约2.7平尺,立轴 设色纸本,,题识：春风红萼。谢稚柳。<br>钤印：壮暮翁、稚柳,,,,,,,,,,XIE ZHILIU ,PLUM BLOSSOM,,"Hanging scroll, ink and color on paper.","Signed Xie Zhiliu, entitled, with two seals of the artist.",,,,,67×45.2 cm. 约2.7平尺," 60,000-80,000"
565,,沙曼翁,红梅透肌香,,,144.5×42 cm. 约5.5平尺,立轴 设色纸本,,题签：（沙曼翁题）曼翁梅石立轴。<br>本幅：（文略）癸酉年冬至前三日，画于三友草堂晴窗，爱新觉罗曼翁拾宋贤词补空，年七十八。<br>钤印：曼公信玺、旧王孙、自家须眉,,,,,,,,,,SHA MANWENG ,RED PLUM,1993,"Hanging scroll, ink and color on paper.","Signed Manweng, dated guiyou,1993, with three seals of the artist.",,,,,144.5×42 cm. 约5.5平尺," 8,000-10,000"
566,*,谢稚柳,蜀葵寿石,,,94.6×40.6cm 约3.5平尺,立轴 设色纸本,,题识：徐伟同志属画。戊午夏初，稚柳。 <br>钤印：稚柳、壮暮堂,,,,,北京诚轩，2006年6月7日，编号764,,,,,XIE ZHILIU ,HIBISCUS AND ROCK,1978,"Hanging scroll, ink and color on paper.","Signed Zhiliu, dated wuwu,1978, with a dedication and two seals of the artist.",,,,,94.6×40.6cm 约3.5平尺," 60,000-80,000"
567,,沙曼翁,节录虞集《游龙井》,,,95.5×178 cm. 约15.3平尺,镜心 水墨纸本,,释文：徘徊龙井上，云气起晴昼。澄公爱客至，取水挹幽窦。坐我簷葡中，余香不闻臭。但见瓢中清，翠影落群岫。烹煎黄金芽，不取谷雨后。同来二三子，三咽不忍漱。虞集《游龙井诗》。丁丑春月，曼翁汉法年八十二。<br>钤印：老曼无恙、曼公墨戏、与古人有异同,,,,,,,,,,SHA MANWENG ,CALLIGRAPHY,1997,"Mounted, ink on paper.","Signed Manweng, dated dingchou,1997, with three seals of the artist.",,,,,95.5×178 cm. 约15.3平尺," 50,000-70,000"
568,,乔木,韭莲幽禽,,,69×45 cm. 约2.8平尺,立轴 设色纸本,,题识：戊午夏日，乔木画。<br>钤印：乔木,,,,乔木（1920-2002），字大年，号南有斋，河北深州人。为江寒汀入室弟子，专擅花鸟，得师衣钵。曾任上海大学美术学院国画系教授。,,,,,,QIAO MU ,BIRD AND FLOWERS,1978,"Hanging scroll, ink and color on paper.","Signed Qiao Mu, dated gengwu,1978, with one seal of the artist.",,,,,69×45 cm. 约2.8平尺," 15,000-22,000"
569,,应野平,旧貌变新颜,,,105×69.2 cm. 约6.6平尺,立轴 设色纸本,,题签：（应野平题）应野平《旧貌变新颜》。井冈山。一九七七年作。<br>本幅：旧貌变新颜。井冈山胜境，为庆祝一九七七年建军节作。应野平。<br>钤印：野平、阅尽人间春色<br>收藏印：虚怀斋收藏印,《虚怀斋藏中国书画精品集》第118至119页，保利艺术博物馆，2010年11月,“虚怀斋藏中国书画精品展”，保利艺术博物馆，2010年11月3日至8日,,,北京拍卖会，1997年10月25日，编号882,,,,,YING YEPING,THE SCENIC SPOT OF JINGGANGSHAN,1977,"Hanging scroll, ink and color on paper.","Signed Ying Yeping, entitled, dated 1977, with two seals of the artist and one seal of the collector.",,,,,105×69.2 cm. 约6.6平尺," 100,000-150,000"
570,,萧海春,唐人争鞠图通景四屏,,,233×65.4 cm.(4) 约13.7平尺(每幅),立轴（四帧） 设色洒金笺,,,《虚怀斋藏中国书画精品集》第215页，保利艺术博物馆，2010年11月,“虚怀斋藏中国书画精品展”，保利艺术博物馆，2010年11月3日至8日,,,,,,,,XIAO HAICHUN ,CUJU GAME,1993,"Hanging scroll(4), ink and color on gold-flecked paper.","Signed Haichun, entitled, dated guiyou,1993, with seven seals of the artist.",,,,,233×65.4 cm.(4) 约13.7平尺(每幅)," 300,000-400,000"
571,,朱屺瞻,舟行江山密树中,,,68×68 cm. 约4.2平尺,立轴 设色纸本,,题识：舟行江山密树中。戊辰大暑，画于上海梅花草堂，朱屺瞻年九十七。<br>钤印：朱屺瞻、梅花草堂,,,,,,,,,,ZHU QIZHAN ,BOATS IN THE RIVER,1988,"Hanging scroll, ink and color on paper.","Signed Zhu Qizhan, entitled, dated wuchen,1988, with two seals of the artist.",,,,,68×68 cm. 约4.2平尺," 70,000-90,000"
572,,朱屺瞻,春艳,,,82.2×49.6 cm. 约3.7平尺,立轴 设色纸本,,题识：癸亥首春画于上海，屺瞻。<br>钤印：朱屺瞻、九十二岁作、太仓一粟,,,,,,,,,,ZHU QIZHAN ,FLOWER,1983,"Hanging scroll, ink and color on paper.","Signed Qizhan, dated guihai,1983, with three seals of the artist.",,,,,82.2×49.6 cm. 约3.7平尺," 30,000-40,000"
573,,朱屺瞻,林壑云霞,,,115.5×81 cm. 约8.4平尺,立轴 设色纸本,,题识：林壑云霞。戊辰春月，朱屺瞻年九十七。<br>钤印：朱屺瞻、梅花草堂,,,,,,,,,,ZHU QIZHAN ,CLOUDS AND MOUNTAINS,1988,"Hanging scroll, ink and color on paper.","Signed Zhu Qizhan, entitled, dated wuchen,1988, with two seals of the artist.",,,,,115.5×81 cm. 约8.4平尺," 300,000-400,000"
574,,张炎夫,山瀑幽居,,,60.2×46.5 cm. 约2.5平尺,镜心 设色纸本,,题识：炎夫。<br>钤印：张,,,,张炎夫，名幼蕉，浙江杭州人，擅山水，为上海中国画院画师，曾主办东南书画社。,,,,,,ZHANG YANFU,A HOUSE BEHIND THE MOUNTAIN,,"Mounted, ink and color on paper.","Signed Yanfu, with one seal of the artist.",,,,,60.2×46.5 cm. 约2.5平尺," 10,000-15,000"
